please_choose_a_category,Tweets,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13
direct_eyewitness,nothing like a little earthquake to get your morning started at 0226 in tulsa. #okwx,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,holy freaking #earthquake!!,0,0,0,0,0,0,1,0,0,0,0,0,0
direct_eyewitness,did anyone else feel that earthquake,0,1,1,0,0,0,0,0,1,1,0,0,0
direct_eyewitness,judging by all of the earthquake tweets  i'm guessing it wasn't just me,0,1,1,0,1,1,0,0,1,1,0,1,0
direct_eyewitness,jolt &lt;earthquake&gt;,0,0,0,0,0,0,0,0,0,0,1,0,0
direct_eyewitness,pretty good shake in berkeley just now ... 4.2 ??? #berkeley #earthquake,1,1,0,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,shout out to my second earthquake experience,0,1,1,1,1,0,0,0,1,0,0,1,1
direct_eyewitness,ah! earthquake. at least i wasn  t asleep. ,1,1,1,1,1,0,1,0,1,0,0,1,0
direct_eyewitness,yozz1980 fucking earthquake by yours then,0,1,1,0,1,0,0,0,1,1,0,0,0
direct_eyewitness,anyone else feel that earthquake? scared the living crap out of me!!!!,0,1,1,1,1,0,1,0,1,1,0,1,0
direct_eyewitness,3.2 earthquake occurred near island of hawaii  hawaii at 22:40 utc! #earthquake #islandofhawaii https://t.co/qhp3piee9h,0,1,1,0,1,0,1,0,1,0,0,0,0
direct_eyewitness,wait was that an earthquake? lol,0,1,1,0,1,0,1,1,1,0,0,1,1
direct_eyewitness,anyone felt that mini earthquake just now?,0,1,1,0,0,0,1,0,1,1,0,1,0
direct_eyewitness,first #earthquake,0,0,0,1,0,0,0,0,0,0,1,0,0
direct_eyewitness,was there an earthquake or am i trippin,1,1,1,1,1,0,0,0,1,0,0,1,1
direct_eyewitness,ummm an earthquake just happened?,0,1,0,0,1,0,1,0,1,1,0,1,1
direct_eyewitness,yep  felt that one! #earthquake,0,1,1,0,0,0,1,0,1,0,0,0,0
direct_eyewitness,so  looking at my feed  i guess there was a little sf earthquake,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,omg its a earthquake ,0,1,1,1,1,1,0,1,1,1,0,0,1
direct_eyewitness,did y  all feel that earthquake or am i trippin?,1,1,1,1,1,0,1,0,1,1,0,1,0
direct_eyewitness,earthquake or a plane crashing into my apartment building??? lol hope it  s the plane,0,1,1,1,1,1,1,1,1,1,0,0,1
direct_eyewitness,ok that one was an earthquake lmao,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,omg we just had an earthquake ,0,1,0,0,1,0,0,1,1,1,0,1,1
direct_eyewitness,well  that definitely felt like an earthquake,0,1,1,0,1,1,0,0,1,0,0,0,1
direct_eyewitness,oomf telling earthquake facts lmao,0,0,1,1,0,1,0,0,1,0,0,0,1
direct_eyewitness,tiny baby earthquake in berkeley just now?,0,1,0,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,uh  did #sanfrancisco just have another earthquake?,0,1,1,0,0,0,1,0,1,1,0,1,0
direct_eyewitness,damn that was a big ass earthquake,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,bruh that earthquake...,0,0,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,no need to stir the potatoes  the #earthquake did it for me.   #quaketown,1,1,1,0,1,0,0,0,1,1,0,0,0
direct_eyewitness,my mom said im the type to sleep thru an earthquake..... and look what happened  i didnt feel shit......,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,insert earthquake status,0,0,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,was there just an earthquake or am i trippin,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,little earthquake,0,0,0,1,0,0,0,0,0,0,1,0,0
direct_eyewitness,when someone asks if i felt the earthquake. in san francisco. https://t.co/9ptga41mns,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,uh i think there was just a very small earthquake???????,1,1,1,1,1,1,1,0,1,1,0,1,0
direct_eyewitness,smallest earthquake i  ve ever felt hahaha,1,1,1,1,1,0,0,0,1,0,0,1,0
direct_eyewitness,cool  an earthquake in the east bay right before the 2nd half =p,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,mmmmm... sandwich earthquake... https://t.co/3sm8exoa4k https://t.co/bxopqzvtdl,0,0,0,0,0,0,0,0,0,0,0,0,0
direct_eyewitness,that earthquake was pretty heavy,0,1,1,1,0,0,0,0,1,0,0,0,0
direct_eyewitness,a small earthquake just hit and i  m convinced the san andreas fault is gonna rupture now,1,1,1,1,1,1,0,0,1,1,0,1,0
direct_eyewitness,well i just felt an earthquake,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,i thought the earthquake was going to hit harder  i was scared lol,1,1,1,1,1,0,0,1,1,0,0,1,0
direct_eyewitness,yes we felt the earthquake. but fuck that  y'all see the game?,0,1,1,0,1,0,1,0,1,1,0,1,0
direct_eyewitness,i don  t know if my heart was beating too fast or i felt an earthquake,1,1,1,1,1,0,0,0,1,0,0,1,1
direct_eyewitness,am i trippen or was that a earthquake just now ?! ,1,1,1,1,1,1,1,0,1,1,0,1,0
direct_eyewitness,earthquake #1  it's good to be home,0,1,1,0,1,1,0,0,1,1,0,0,0
direct_eyewitness,well that was a fun little earthquake.,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,i need to stop going to twitter after every little earthquake ,1,1,1,1,1,0,0,0,1,0,0,1,0
direct_eyewitness,omg who felt earthquake #bayarea #earthquake #bayarenews,0,1,1,0,0,0,0,1,0,0,0,0,0
direct_eyewitness,whoa.  just had an earthquake here in the east bay  ca!!!!  #resiliencechat,0,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,pretty sure that was an earthquake right now.....,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,i just experienced my first earthquake and i almost shit myself.,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,my building just shook and i have no idea if that was an earthquake or not.,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,did ya feel that one? #earthquake,0,1,1,0,0,0,1,0,1,1,0,0,0
direct_eyewitness,that earthquake though,0,0,1,0,0,0,0,0,1,1,0,0,0
direct_eyewitness,was that a fucking earthquake,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,just had an earthquake in oakland.,0,1,0,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,there was a lil earthquake,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,earthquake :0,0,0,0,0,0,0,0,0,0,0,1,0,0
direct_eyewitness,this earthquake lowkey had me trippen ,0,1,1,0,1,1,0,0,1,0,0,0,0
direct_eyewitness,well that was an earthquake you cldnt ignore.,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,i haven't felt an earthquake like that in a min,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,help there  s an earthquake,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,earthquake!!!!!,0,1,1,1,1,1,1,0,1,1,0,0,0
direct_eyewitness,that earthquake had me spooked,0,1,1,0,1,1,0,0,1,0,0,0,0
direct_eyewitness,i had an earthquake,1,1,1,1,1,0,0,0,1,0,0,1,1
direct_eyewitness,that sf earthquake scared me i was half awake,1,1,1,1,1,1,0,0,1,0,0,1,0
direct_eyewitness,oh nice fucking earthquake,0,0,0,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,watching an earthquake in the bay area spread on twitter is incredible.,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,was that a little east bay #earthquake just now???,0,1,1,1,1,1,1,0,1,1,0,1,0
direct_eyewitness,i know yall felt that earthquake,1,1,1,1,1,0,0,0,1,0,0,1,0
direct_eyewitness,i'm sorry to say... twitter is the first place i go when i think there's an earthquake happening.,1,1,1,1,1,1,0,0,1,0,0,1,1
direct_eyewitness,soooo there was just a baby earthquake..,0,1,1,1,1,1,0,0,1,1,0,1,0
direct_eyewitness,was that an earthquake ,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,earthquake??? anybody else???,0,0,0,0,0,0,1,0,0,0,0,0,0
direct_eyewitness,ummm earthquake anyone??,0,0,0,0,0,0,1,0,0,0,0,0,0
direct_eyewitness,earthquake -- pretty strong in the bay,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,holy shit that earthquake was mainey,0,1,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,now that was an earthquake.  we  re all fine here but the house rattled.,0,1,1,0,1,1,0,0,1,1,0,0,1
direct_eyewitness,mini earthquake ,0,0,0,0,0,0,0,0,0,0,1,0,0
direct_eyewitness,earthquake had me shook!,1,1,1,0,1,1,1,0,1,0,0,0,0
direct_eyewitness,a little shaker?  #earthquake #sanfrancisco,1,1,1,1,1,1,1,0,1,1,0,0,0
direct_eyewitness,i just felt an earthquake lol,1,1,1,1,1,0,0,1,1,1,0,1,1
direct_eyewitness,holy earthquake,0,0,0,0,0,0,0,0,0,0,1,0,0
direct_eyewitness,i felt that... #earthquake,1,1,1,1,1,0,0,0,1,0,0,1,0
direct_eyewitness,wow i actually felt that earthquake. im usually asleep when those happen,1,1,1,1,1,1,0,0,1,0,0,1,0
direct_eyewitness,:o earthquake,0,0,0,0,0,0,0,0,0,0,1,0,0
direct_eyewitness,#earthquake did anyone just feel an earthquake in sf,0,1,0,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,that earthquake was really rocking my damn bed omggg,1,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,#earthquake just now... had my headsphones on and thought someone had broken into my apartment ,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,was that an earthquake or am i just tripping,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,that kicked caused a earthquake ,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,yikes! that was a crazy earthquake.,0,1,1,1,1,1,1,0,1,1,0,0,0
direct_eyewitness, thefederman no  it was an earthquake.  thanks.,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,did anyone else feel that slow roll in san francisco? #earthquake,0,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,yes  an earthquake just struck oakland.,0,1,0,0,1,0,0,0,1,1,0,1,1
direct_eyewitness,i think i just felt an earthquake!,1,1,1,1,1,0,1,0,1,1,0,1,1
direct_eyewitness,think we just had a wee earthquake in san francisco,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,that was a huge earthquake oml ,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,did i just feel an earthquake in san francisco?,1,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,damn  i did feel the shaking. #earthquake,1,1,1,1,1,0,0,0,1,1,0,1,0
direct_eyewitness,i was rudely interrupted by an earthquake,1,1,1,1,1,0,0,0,1,0,0,1,1
direct_eyewitness,hey i think an earthquake is happening.,1,1,1,1,1,1,0,0,1,0,0,1,1
direct_eyewitness,small ass bitch ass earthquake,0,0,0,1,0,1,0,0,0,0,0,0,0
direct_eyewitness,guys did u feel that earthquake??????,0,1,1,0,1,0,1,0,1,1,0,0,0
direct_eyewitness,anyone felt the small #earthquake in sf just now?,0,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,casual mini earthquake while we  re watching our evening tv it  s fine,0,1,1,0,1,0,0,0,1,0,0,1,1
direct_eyewitness,"freezdrdromance actually heard the rumble  then the southeast wall did what i call the ""earthquake crunch."" if i'd  https://t.co/rjojdohqn1",1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,lmao that little earthquake,0,0,1,1,0,0,0,0,1,0,0,0,0
direct_eyewitness,bruhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh  that earthquake,0,0,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,lol who felt the earthquake,0,1,1,0,1,0,0,1,0,0,0,0,0
direct_eyewitness,earthquake in sf????,0,1,0,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,happy i didnt feel the earthquake at my game lol i wouldve freaked out,1,1,1,1,1,0,0,1,1,1,0,1,1
direct_eyewitness,that was a fucking earthquake right,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,ok either i  m hella high or that was just a fat ass earthquake ,1,1,1,1,1,1,0,0,1,1,0,1,0
direct_eyewitness,so i guess there was an earthquake lmao,1,1,1,1,1,0,0,0,1,0,0,1,1
direct_eyewitness,omg that earthquake was hella hard ,0,1,1,1,0,0,0,1,1,0,0,0,0
direct_eyewitness,earthquake??? #sfbayarea,0,0,0,0,0,0,1,0,0,0,1,0,0
direct_eyewitness,gah earthquake,0,0,0,0,0,0,0,0,0,0,1,0,0
direct_eyewitness,who felt that earthquake just now  ?,0,1,1,0,0,0,1,0,1,1,0,1,0
direct_eyewitness,to everyone who is wondering: yes  there was an #earthquake in #california at 7:18pm. felt small to most people  bu  https://t.co/h92t8o5fwz,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,lil earthquake!,0,0,0,0,0,0,1,0,0,0,1,0,0
direct_eyewitness,hey an earthquake,0,1,0,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,there was a earthquake ,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,was that just an earthquake in the east bay?,0,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,who felt that earthquake?????!!??!?! first thought: fuck i should have bought earthquake experience,1,1,1,1,1,0,1,0,1,0,0,1,0
direct_eyewitness,was that an earthquake??,0,1,1,0,1,0,1,0,1,0,0,0,1
direct_eyewitness,was that an earthquake or we trippen omg we  re spooked ,0,1,1,0,1,0,0,1,1,0,0,0,1
direct_eyewitness,felt that quick one! #earthquake #oakland #eastbay,0,1,1,0,0,0,1,0,1,0,0,0,0
direct_eyewitness,did y  all feel that earthquake ???,0,1,1,0,0,0,1,0,1,1,0,0,0
direct_eyewitness,was it an earthquake just now?,0,1,1,0,1,0,1,0,1,1,0,1,1
direct_eyewitness,was that a wee earthquake i just felt!? #sf,1,1,1,1,1,1,1,0,1,1,0,1,0
direct_eyewitness,earthquake again?,0,0,0,0,0,0,1,0,0,0,1,0,0
direct_eyewitness,was that an earthquake? ,0,1,1,0,1,0,1,0,1,0,0,0,1
direct_eyewitness,#earthquake small sf earthquake that scared me a bit :p,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,hmmm...mild bit of an earthquake...though i  m sure others noticed...;^),1,1,1,1,1,1,0,0,1,0,0,1,1
direct_eyewitness,tiny little baby earthquake,0,0,0,1,0,0,0,0,1,0,0,0,0
direct_eyewitness,anyone else feel that earthquake?,0,1,1,0,0,0,1,0,1,1,0,0,0
direct_eyewitness,here come all the earthquake tweets as if we all didn  t feel it lmao,0,1,1,0,1,0,0,0,1,1,0,0,0
direct_eyewitness,did y  all just feel that earthquake?,0,1,1,0,0,0,1,0,1,1,0,1,0
direct_eyewitness,bitch earthquake,0,0,0,0,0,0,0,0,0,0,1,0,0
direct_eyewitness,yup  that was an earthquake,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,omg that was huge ass earthquake,0,1,1,0,0,0,0,1,1,0,0,0,0
direct_eyewitness,bruhhhhh i know yall felt that earthquake,1,1,1,1,1,0,0,0,1,0,0,1,0
direct_eyewitness,poop i felt that  #earthquake,1,1,1,1,1,0,0,0,1,0,0,1,0
direct_eyewitness,very strong earthquake in oakland hills.,0,1,0,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,that was a scary ass earthquake.,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,that earthquake omg,0,0,1,0,0,0,0,1,1,0,0,0,0
direct_eyewitness,"the worst part about being up at 2:30am is that nobody else is up to tweet ""earthquake??"" so i have no means of validation",1,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,that earthquake tho,0,0,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,no earthquake will stop me from watching this game.,0,1,1,0,1,1,0,0,1,0,0,1,0
direct_eyewitness,that earthquake jus scared tf outta me,0,1,1,0,1,1,0,0,1,0,0,0,0
direct_eyewitness,so who felt that earthquake?,0,1,1,0,0,0,1,0,1,0,0,0,0
direct_eyewitness,#earthquake  in walnut creek......couldn  t miss that one!,0,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,i got my super power because i failed to perdict an earthquake.,1,1,1,1,1,1,0,0,1,0,0,1,1
direct_eyewitness,hi earthquake,0,0,0,0,0,0,0,0,0,0,1,0,0
direct_eyewitness,there is an earthquake going on while i play pathfinder,1,1,1,1,1,1,0,0,1,0,0,1,1
direct_eyewitness,bruh was that a earthquake?,0,1,1,1,1,1,1,0,1,1,0,0,0
direct_eyewitness,omg earthquake  ?,0,0,0,0,0,0,1,1,0,0,0,0,0
direct_eyewitness,definitely an earthquake right? ,0,1,0,0,1,0,1,0,1,0,0,0,1
direct_eyewitness,either i just felt an earthquake or these drugs too strong,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,earthquake in oakland just now  yeah?,0,1,0,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,when that 3.8 earthquake hit  these were my thoughts: 1) this aint nothing like 1989 2) since they ducking under de  https://t.co/3udlhlb6xo,0,1,1,1,1,1,0,0,1,0,0,0,1
direct_eyewitness,people out there making fun of the earthquake will be the last ones laughing! i wouldn't tempt god #earthquake,1,1,1,1,1,1,1,0,1,1,0,1,0
direct_eyewitness,wow! voting at home is thrilling. #earthquake,0,1,1,0,1,1,1,0,1,0,0,0,0
direct_eyewitness,i also felt an earthquake. ok  well... bye.,1,1,1,1,1,0,0,0,1,0,0,1,1
direct_eyewitness,yall i think there was just an earthquake,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,not cool about the earthquake. i  m cooking  good dammit!,1,1,1,1,1,0,1,0,1,1,0,1,0
direct_eyewitness,did you guys feel the earthquake?,0,1,1,0,1,0,1,0,1,1,0,0,0
direct_eyewitness,did you feel that?? #earthquake,0,1,1,0,1,0,1,0,1,1,0,0,0
direct_eyewitness,did we just have another damn earthquake?? i  m leaving cali,1,1,1,1,1,0,1,0,1,1,0,1,0
direct_eyewitness,earthquake?????,0,1,1,1,1,1,1,0,1,1,0,0,0
direct_eyewitness,#earthquake in oakland.,0,1,0,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,that earthquake while watching the game.,0,1,1,0,1,0,0,0,1,0,0,1,0
direct_eyewitness,here comes the earthquake tweets.,0,1,1,0,1,0,0,0,1,0,0,0,0
direct_eyewitness,well that was definitely an earthquake,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,wow my neighbors' windows are broken from tonight's earthquake,0,1,1,1,1,1,0,0,1,0,0,0,1
direct_eyewitness,i felt that! biggest one in a little while. #earthquake,1,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,was that an earthquake or are my neighbors being annoying like always? can't really call it.,0,1,1,1,1,1,1,0,1,1,0,0,1
direct_eyewitness,did anyone just feel an earthquake?,0,1,0,0,1,0,1,0,1,1,0,1,1
direct_eyewitness,fuck we just had an earthquake,0,1,0,0,1,0,0,0,1,1,0,1,1
direct_eyewitness,bitch earthquake tf,0,0,0,0,0,0,0,0,0,0,0,0,0
direct_eyewitness,wait was that a earthquake? ,0,1,1,1,1,1,1,0,1,1,0,1,0
direct_eyewitness,solid earthquake for a few seconds in berkeley just now,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,yes  sf  that was an earthquake.,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,that earthquake was rude!,0,1,1,0,0,0,1,0,1,0,0,0,0
direct_eyewitness,yall got the city jumpin   then boom its a earthquake ,0,1,1,1,1,1,0,0,1,1,0,0,1
direct_eyewitness,it seems no one at the mayoral forum noticed the earthquake.,0,1,1,0,1,0,0,0,1,0,0,1,0
direct_eyewitness,was that an earthquake or am i trippin?,1,1,1,1,1,0,1,0,1,0,0,1,1
direct_eyewitness, andkeil what earthquake?,0,1,1,0,0,0,1,0,1,1,0,0,0
direct_eyewitness,here come the earthquake tweets,0,1,1,0,1,0,0,0,1,0,0,0,0
direct_eyewitness,prepare for san francisco earthquake twitter,0,1,1,0,1,0,0,0,1,1,0,0,0
direct_eyewitness,heh  anyone feel that earthquake? know what the mag was?,0,1,1,0,1,0,1,0,1,1,0,0,0
direct_eyewitness,it's an earthquake! there's not a moment to waste! we've got to hurry!,0,1,1,1,1,1,1,0,1,1,0,0,1
direct_eyewitness,shoutout to that one time i thought i it was my little brother running down the hallway but it was actually an earthquake,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,earthquake????,0,1,1,1,1,1,1,0,1,1,0,0,0
direct_eyewitness,was that an earthquake or????,0,1,1,0,1,0,1,0,1,0,0,0,1
direct_eyewitness,woah earthquake in sf? felt the floor drop a bit. mild tremors after. felt like a 3.5-4m,0,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,holy shit #earthquake please save us dear hanuman ji https://t.co/ekgpofhbsy,0,0,0,1,0,0,0,0,1,0,0,0,0
direct_eyewitness,loool i tried to be the first tweet about the thunder e.e its currently rattling the windows as a earthquake xd,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,that was the first time i felt an earthquake that heavy,1,1,1,1,1,0,0,0,1,0,0,1,1
direct_eyewitness,earthquake in sf? #earthquake,0,1,0,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,was that an earthquake in the peninsula?,0,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,a little earthquake at 2:32am felt like something hit the house,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,small #earthquake in san carlos  california!,0,1,0,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,was that an #earthquake or am i just too lit off life?,1,1,1,1,1,0,1,0,1,1,0,1,1
direct_eyewitness,that was the first earthquake during the daytime in a long time,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,i love this earthquake! it was the best one i've ever seen. all my enemies are dead!.,0,1,1,1,1,1,1,0,1,1,0,0,1
direct_eyewitness,just felt an earthquake https://t.co/88cuxqrkbu,0,1,0,0,1,0,0,0,1,1,0,1,1
direct_eyewitness, њwas that an earthquake? ќ  њyeah ќ  њokay ќ,0,1,1,0,1,0,1,0,1,0,0,0,1
direct_eyewitness,holy shit pretty strong earthquake in oakland,0,1,0,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,yoooooooo earth quake #earthquake https://t.co/dsbuul08lm,0,0,0,0,0,0,0,0,0,0,0,1,0
direct_eyewitness,just felt a decent earthquake here at the office. anyone else up and feel it? #okquake,1,1,1,1,1,1,1,0,1,1,0,1,0
direct_eyewitness,anyone feel an #earthquake in #sanfrancisco just now?,0,1,0,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,rumble rumble #earthquake,0,0,0,0,0,0,0,0,0,0,0,0,0
direct_eyewitness,holy fuck earthquake was wavy,0,1,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,everyone  s soul about to tweet about this earthquake ,0,1,1,0,1,1,0,0,1,0,0,0,0
direct_eyewitness,yall feel that earthquake??,0,1,1,0,0,0,1,0,1,1,0,0,0
direct_eyewitness,hello  that was an earthquake.,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,so i  m watching the wcf and my couch just shakes... earthquake??,1,1,1,1,1,0,1,0,1,1,0,1,1
direct_eyewitness,earthquake in the bay? or someone punched my apartment? ,0,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,hmmm  we had a earthquake here  and my first thought was  i hope this doesn't cut out my game stream,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,that earthquake was so weak smh,0,1,1,0,0,1,0,1,1,1,0,0,0
direct_eyewitness,yo was that an earthquake,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,small earthquake in sf,0,1,0,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,was reading ... and then. #earthquake https://t.co/uqhgyisot9,0,1,1,0,1,0,0,0,1,0,0,0,0
direct_eyewitness,y  all felt that earthquake? me too.,0,1,1,0,1,1,1,0,1,1,0,0,0
direct_eyewitness,niggas felt that little earthquake just building up,1,1,1,1,0,1,0,0,1,1,0,1,0
direct_eyewitness,was that just an earthquake ....,0,1,1,0,1,0,0,0,1,1,0,1,1
direct_eyewitness,did we just have a small earthquake,0,1,1,1,1,1,0,0,1,1,0,1,0
direct_eyewitness,almost crap my pants  who else felt the earthquake???,0,1,1,1,1,0,1,0,1,0,0,0,1
direct_eyewitness,the big earthquake is really coming omfg san francisco is over,0,0,1,0,1,1,0,0,1,0,0,0,0
direct_eyewitness,came to twitter to see if i just felt an earthquake but all y  all left berkeley!! damn twitter,1,1,1,1,1,0,1,0,1,1,0,1,1
direct_eyewitness,i was sleeping nice and peacefully and then i hear this like raging earthquake and yelling downstairs the hail is crazy,1,1,1,1,1,1,0,0,1,1,0,1,0
direct_eyewitness,i know i  m home when i feel and earthquake,1,1,1,1,1,1,0,0,1,1,0,1,0
direct_eyewitness,that was a decent earthquake for a change.,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,crazy earthquake!   nbcbayarea  ktvu  kron4news  abc7newsbayarea,0,0,0,0,0,0,1,0,1,0,0,0,0
direct_eyewitness,holy crap earthquake!!,0,0,0,0,0,0,1,0,1,0,0,0,0
direct_eyewitness,am i trippin? or that was an earthquake ,1,1,1,1,1,0,1,0,1,0,0,1,1
direct_eyewitness,just felt an #earthquake here in oakland  https://t.co/pvcibrehfg,0,1,0,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,lawd between this game &amp; now this earthquake ! my nerves are on 100!,0,1,1,0,1,1,1,0,1,1,0,1,1
direct_eyewitness,yay!! #earthquake just gave me a rumble!,0,1,1,1,1,1,1,0,1,1,0,1,0
direct_eyewitness,just now had an earthquake  a thump on the building not a shake  waiting to see.,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,y  all feel that earthquake,0,1,1,0,0,0,0,0,1,1,0,0,0
direct_eyewitness,well that was a quick earthquake   #sanfrancisco,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,little earthquake!,0,0,0,1,0,0,1,0,0,0,1,0,0
direct_eyewitness,that was the first earthquake i felt during the day lmao woah,1,1,1,1,1,0,0,0,1,1,0,1,0
direct_eyewitness, softmush was than at earthquake?! i felt something and my door was shaking,1,1,1,1,1,0,1,0,1,0,0,1,1
direct_eyewitness,welp  earthquake.,0,0,0,0,0,0,0,0,0,0,1,0,0
direct_eyewitness,strong (but short) earthquake in orinda,0,1,0,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,omg this earthquake just scared tf outta me,0,1,1,0,1,1,0,1,1,1,0,1,0
direct_eyewitness,felt that little earthquake!,0,1,1,1,0,0,1,0,1,0,0,0,0
direct_eyewitness,just felt a really small jolt #earthquake,0,1,1,1,1,1,0,0,1,1,0,1,0
direct_eyewitness,anyone else feel that earthquake,0,1,1,0,0,0,0,0,1,1,0,0,0
direct_eyewitness,holy shit earthquake,0,0,0,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,did i just feel an earthquake #sanfrancisco?,1,1,1,1,1,0,1,0,1,1,0,1,1
direct_eyewitness,guessing that was a 3.5 earthquake!,0,1,1,1,1,1,1,0,1,1,0,0,0
direct_eyewitness,bruh am i trippin or was that a earthquake,1,1,1,1,1,1,0,0,1,1,0,1,0
direct_eyewitness,that lil ass earthquake,0,0,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,holy shit that earthquake,0,0,1,0,0,0,0,0,1,0,0,0,0
